id,created,status,title,PI_name,FundingType,Application,HoursLogged,DaysOpen
268,9/5/2014 13:28,Closed,Project 741,Mollie Chang,Department Funds,BioMS,11.87797167,8.512074445
269,9/5/2014 14:08,Closed,Project 742,Mollie Chang,Department Funds,BioMS,21.33486279,8.756639799
270,9/5/2014 14:15,Closed,Project 743,Mollie Chang,Department Funds,BioMS,8.096318011,6.21921818
271,9/5/2014 8:52,Closed,Project 848,Yeo Blackwell,Department Funds,BioMS,3.774400638,4.720439918
272,8/22/2014 11:42,Closed,Project 914,Tobias Rodriguez,Department Funds,BioMS,0.746556387,4.439995898
273,7/21/2014 9:40,Closed,Project 1039,Rooney Blake,Department Funds,BioMS,23.69230206,7.518072878
274,7/30/2014 16:34,Closed,Project 1082,Octavia Simpson,Department Funds,BioMS,46.72446009,10.69113066
275,7/14/2014 11:43,Resolved,Project 5,Nero Cooper,Department Funds,caTissue,23.59850511,7.375374664
276,8/20/2014 13:48,Closed,Project 12,Nero Cooper,Department Funds,caTissue,21.04421109,5.572193696
277,6/16/2014 15:30,Resolved,Project 13,Nero Cooper,Department Funds,caTissue,16.57767943,6.343815705
278,6/18/2014 17:25,Closed,Project 14,Nero Cooper,Department Funds,caTissue,5.645695223,5.1150031
279,7/22/2014 10:31,Closed,Project 15,Basil Bond,Department Funds,caTissue,23.43115451,8.362558124
280,8/13/2014 15:01,Closed,Project 16,Basil Bond,Department Funds,caTissue,6.463117168,6.667877915
281,4/30/2014 13:16,In Progress,Project 39,Tatyana Lyons,Department Funds,caTissue,10.9741732,5.339522475
282,6/11/2014 14:44,Open,Project 55,Emily Gordon,Department Funds,caTissue,16.49490831,7.74169219
283,6/11/2014 14:46,In Progress,Project 56,Emily Gordon,Department Funds,caTissue,21.6146936,8.52942681
284,7/22/2014 14:16,Closed,Project 57,Emily Gordon,Department Funds,caTissue,16.1042185,8.805558141
285,8/5/2014 9:05,Closed,Project 58,Emily Gordon,Department Funds,caTissue,6.717862336,7.586631026
286,8/18/2014 13:25,Closed,Project 59,Emily Gordon,Department Funds,caTissue,14.62438688,6.273985369
287,7/22/2013 9:55,Open,Project 66,Rachel Peters,Department Funds,caTissue,4.927445231,6.304355584
288,5/22/2014 15:13,Closed,Project 75,Bree Aguilar,Department Funds,caTissue,2.818825719,6.985400893
289,1/27/2014 9:09,Resolved,Project 154,Sara Burton,Department Funds,caTissue,35.0674512,10.70045035
290,2/18/2015 13:46,Open,Project 156,Maxwell Shields,Department Funds,caTissue,25.13812088,7.253398974
291,8/20/2014 14:35,Closed,Project 157,Yael Clayton,Department Funds,caTissue,28.04987065,9.451549842
292,7/28/2014 16:58,Closed,Project 158,Joshua Mclean,Department Funds,caTissue,19.93005322,9.775972132
293,7/24/2014 9:20,Closed,Project 167,Tallulah Whitfield,Department Funds,caTissue,12.58514427,8.752001704
294,7/17/2014 10:35,Closed,Project 170,Warren Contreras,Department Funds,caTissue,27.70317895,9.242951075
295,7/17/2014 19:38,Closed,Project 171,Warren Contreras,Department Funds,caTissue,11.49125905,7.525930065
296,5/5/2014 15:37,Done,Project 172,Emily Roth,Department Funds,caTissue,19.7586628,8.212624441
297,4/8/2014 9:16,Closed,Project 200,Cora Branch,Department Funds,caTissue,13.01372598,6.150975983
298,6/10/2014 10:32,Closed,Project 201,Cora Branch,Department Funds,caTissue,10.34369821,7.344950707
299,6/24/2014 16:19,Closed,Project 202,Cora Branch,Department Funds,caTissue,27.42025804,7.99345811
300,6/24/2014 16:20,Closed,Project 203,Cora Branch,Department Funds,caTissue,27.14689718,8.169371292
301,7/1/2014 21:54,Closed,Project 204,Cora Branch,Department Funds,caTissue,9.612645405,4.419080792
302,7/1/2014 21:55,Closed,Project 205,Cora Branch,Department Funds,caTissue,14.58620754,5.514679165
303,8/27/2014 12:23,Closed,Project 206,Cora Branch,Department Funds,caTissue,6.650061758,5.903464598
304,8/27/2014 12:23,Closed,Project 207,Cora Branch,Department Funds,caTissue,9.094898583,5.317579834
305,8/27/2014 12:24,Closed,Project 208,Cora Branch,Department Funds,caTissue,31.24200633,10.06737087
306,8/27/2014 12:25,Closed,Project 209,Cora Branch,Department Funds,caTissue,7.661374606,5.699175168
307,8/27/2014 12:26,Closed,Project 210,Cora Branch,Department Funds,caTissue,16.29306904,5.931534458
308,8/27/2014 12:27,Closed,Project 211,Cora Branch,Department Funds,caTissue,24.45191204,7.664378895
309,8/27/2014 12:28,Closed,Project 212,Cora Branch,Department Funds,caTissue,11.21924085,5.133298156
310,8/27/2014 12:28,Closed,Project 213,Cora Branch,Department Funds,caTissue,21.90164285,6.421880098
311,8/27/2014 12:30,Closed,Project 214,Cora Branch,Department Funds,caTissue,9.414110825,5.518303656
312,8/27/2014 14:31,Closed,Project 215,Cora Branch,Department Funds,caTissue,14.45162164,7.326748785
313,8/27/2014 14:32,Closed,Project 216,Cora Branch,Department Funds,caTissue,12.5840977,5.502525753
314,9/24/2014 16:31,Closed,Project 217,Cora Branch,Department Funds,caTissue,30.14813563,9.260374845
315,9/24/2014 16:34,Closed,Project 218,Cora Branch,Department Funds,caTissue,17.70955909,7.373499061
316,9/24/2014 17:16,Closed,Project 219,Cora Branch,Department Funds,caTissue,13.93765767,5.572157875
317,10/20/2014 10:29,Closed,Project 220,Cora Branch,Department Funds,caTissue,17.07996324,7.592412266
318,10/20/2014 15:15,Closed,Project 221,Cora Branch,Department Funds,caTissue,27.65999169,9.622862205
319,10/22/2014 14:25,Closed,Project 222,Cora Branch,Department Funds,caTissue,8.984087043,5.962876247
320,10/22/2014 14:28,Closed,Project 223,Cora Branch,Department Funds,caTissue,11.05165162,7.889944969
321,11/21/2014 14:03,Closed,Project 224,Cora Branch,Department Funds,caTissue,21.16458674,8.131392778
322,11/21/2014 14:04,Closed,Project 225,Cora Branch,Department Funds,caTissue,17.02635088,7.325590373
323,11/21/2014 14:05,Closed,Project 226,Cora Branch,Department Funds,caTissue,13.04010268,9.621525708
324,12/22/2014 15:35,Closed,Project 227,Cora Branch,Department Funds,caTissue,14.48862203,9.331347454
325,12/22/2014 15:36,Closed,Project 228,Cora Branch,Department Funds,caTissue,29.0311011,10.49629908
326,12/22/2014 15:36,Closed,Project 229,Cora Branch,Department Funds,caTissue,18.76555982,6.657694135
327,12/22/2014 15:37,Closed,Project 230,Cora Branch,Department Funds,caTissue,34.09917048,9.245210259
328,12/22/2014 15:38,Closed,Project 231,Cora Branch,Department Funds,caTissue,8.862575071,4.68910357
329,8/13/2014 14:37,Closed,Project 255,Eric Willis,Department Funds,caTissue,18.19360824,7.381849362
330,4/30/2014 11:05,Closed,Project 331,Scott Lott,Department Funds,caTissue,27.96716458,6.895642269
331,8/4/2014 10:32,Closed,Project 360,Gannon Donovan,Department Funds,caTissue,26.15859804,6.128943014
332,9/27/2013 12:34,Open,Project 387,Sydney Austin,Department Funds,caTissue,17.27000251,5.82006417
333,8/1/2014 9:35,Closed,Project 388,Eden Vinson,Department Funds,caTissue,30.22566076,9.200908353
334,7/14/2014 14:07,Resolved,Project 391,Walker Klein,Department Funds,caTissue,15.41427208,5.877225076
335,7/14/2014 14:09,Closed,Project 392,Walker Klein,Department Funds,caTissue,9.317538345,5.711925275
336,7/14/2014 14:20,Closed,Project 393,Walker Klein,Department Funds,caTissue,0.580691489,5.809265978
337,7/14/2014 16:07,Closed,Project 394,Walker Klein,Department Funds,caTissue,10.74268658,7.387141008
338,7/14/2014 16:09,Closed,Project 395,Walker Klein,Department Funds,caTissue,16.35783497,7.744439165
339,7/14/2014 16:09,Resolved,Project 396,Walker Klein,Department Funds,caTissue,3.796623538,6.000432442
340,7/15/2014 17:26,Resolved,Project 397,Walker Klein,Department Funds,caTissue,8.188561771,6.741777588
341,7/16/2014 16:08,Closed,Project 398,Walker Klein,Department Funds,caTissue,21.14846832,7.808277269
342,7/17/2014 11:42,Closed,Project 399,Walker Klein,Department Funds,caTissue,0.875363464,3.848731572
343,7/17/2014 15:06,Resolved,Project 400,Walker Klein,Department Funds,caTissue,14.2204942,7.295784003
344,8/1/2014 12:19,Closed,Project 401,Walker Klein,Department Funds,caTissue,24.9144646,7.838853451
345,8/7/2014 12:26,Closed,Project 402,Walker Klein,Department Funds,caTissue,29.84109568,9.754515116
346,8/13/2014 11:32,Closed,Project 403,Walker Klein,Department Funds,caTissue,9.313706716,6.162795172
347,8/18/2014 15:16,Open,Project 404,Walker Klein,Department Funds,caTissue,25.03773508,9.326503654
348,8/19/2014 10:55,Resolved,Project 405,Walker Klein,Department Funds,caTissue,13.433627,6.768591683
349,8/19/2014 14:44,Resolved,Project 406,Walker Klein,Department Funds,caTissue,27.16621552,7.797945553
350,8/20/2014 15:20,Resolved,Project 407,Walker Klein,Department Funds,caTissue,14.93353847,5.578279134
351,8/20/2014 15:28,Resolved,Project 408,Walker Klein,Department Funds,caTissue,2.284127392,3.529919958
352,8/26/2014 10:59,Closed,Project 409,Walker Klein,Department Funds,caTissue,31.6752013,9.129911506
353,8/26/2014 14:57,Open,Project 410,Walker Klein,Department Funds,caTissue,8.976762784,5.24896444
354,8/26/2014 15:00,Open,Project 411,Walker Klein,Department Funds,caTissue,29.7984975,8.470251836
355,8/26/2014 15:38,Open,Project 412,Walker Klein,Department Funds,caTissue,13.91314058,5.10712218
356,8/27/2014 9:28,Open,Project 413,Walker Klein,Department Funds,caTissue,26.27705598,10.31874413
357,8/28/2014 15:33,Open,Project 414,Walker Klein,Department Funds,caTissue,25.09471625,8.097040744
358,10/8/2014 15:46,Open,Project 415,Walker Klein,Department Funds,caTissue,19.20858969,6.101210209
359,10/13/2014 15:21,Closed,Project 416,Walker Klein,Department Funds,caTissue,13.66091441,4.911845975
360,11/11/2014 15:23,Open,Project 417,Walker Klein,Department Funds,caTissue,8.980336062,5.549215313
361,7/17/2014 9:40,Closed,Project 471,Chanda Cotton,Department Funds,caTissue,7.015377074,5.779672293
362,5/2/2014 15:13,Resolved,Project 744,Mollie Chang,Department Funds,caTissue,15.96057617,5.908377996
363,5/22/2014 8:26,Closed,Project 745,Mollie Chang,Department Funds,caTissue,9.084438726,4.475053091
364,7/10/2014 16:54,Closed,Project 746,Mollie Chang,Department Funds,caTissue,14.49527236,7.849091312
365,7/10/2014 16:56,Closed,Project 747,Mollie Chang,Department Funds,caTissue,22.15738236,9.381600038
366,7/16/2014 12:07,Closed,Project 748,Mollie Chang,Department Funds,caTissue,12.18292283,5.653683117
367,7/25/2014 12:22,Open,Project 749,Mollie Chang,Department Funds,caTissue,27.69646635,9.922666189
368,7/25/2014 12:25,Open,Project 750,Mollie Chang,Department Funds,caTissue,33.98250512,8.80228265
369,7/25/2014 15:48,Resolved,Project 751,Mollie Chang,Department Funds,caTissue,30.44677716,10.58357194
370,8/1/2014 9:30,Closed,Project 752,Mollie Chang,Department Funds,caTissue,22.85386447,8.648010498
371,8/4/2014 11:05,Closed,Project 753,Mollie Chang,Department Funds,caTissue,18.39287945,8.362686552
372,8/6/2014 16:02,Open,Project 754,Mollie Chang,Department Funds,caTissue,12.13693813,5.143301991
373,8/7/2014 13:46,Closed,Project 755,Mollie Chang,Department Funds,caTissue,24.73293506,8.88435891
374,8/12/2014 9:28,Closed,Project 756,Mollie Chang,Department Funds,caTissue,25.28553723,8.363989778
375,8/14/2014 16:20,Closed,Project 757,Mollie Chang,Department Funds,caTissue,3.982553185,5.769402669
376,8/15/2014 16:02,Closed,Project 758,Mollie Chang,Department Funds,caTissue,1.809113519,6.290689997
377,8/18/2014 9:56,Closed,Project 759,Mollie Chang,Department Funds,caTissue,14.16570895,8.145662322
378,8/18/2014 13:32,Closed,Project 760,Mollie Chang,Department Funds,caTissue,14.50849142,7.880241437
379,8/20/2014 14:06,Closed,Project 761,Mollie Chang,Department Funds,caTissue,22.70575067,7.586244832
380,8/20/2014 14:08,Closed,Project 762,Mollie Chang,Department Funds,caTissue,21.93912821,7.601865512
381,8/20/2014 14:57,Closed,Project 763,Mollie Chang,Department Funds,caTissue,11.20868489,7.041307989
382,8/22/2014 14:03,Resolved,Project 764,Mollie Chang,Department Funds,caTissue,18.04217049,8.230013279
383,8/26/2014 9:16,Closed,Project 765,Mollie Chang,Department Funds,caTissue,15.25026278,7.744957786
384,8/27/2014 15:30,Closed,Project 766,Mollie Chang,Department Funds,caTissue,4.947740549,5.656183277
385,8/28/2014 15:25,Closed,Project 767,Mollie Chang,Department Funds,caTissue,1.002916866,4.378702299
386,8/28/2014 16:50,Closed,Project 768,Mollie Chang,Department Funds,caTissue,20.80322064,6.694195085
387,10/13/2014 15:53,Closed,Project 769,Mollie Chang,Department Funds,caTissue,29.35679954,11.01565191
388,3/5/2015 12:52,Open,Project 770,Mollie Chang,Department Funds,caTissue,13.7525463,6.538559524
389,1/28/2014 9:14,Reopened,Project 802,Plato Daniel,Department Funds,caTissue,2.917265206,5.122182367
390,8/25/2014 13:13,Closed,Project 803,Plato Daniel,Department Funds,caTissue,21.99030035,7.441045035
391,9/5/2014 8:49,Resolved,Project 804,Plato Daniel,Department Funds,caTissue,17.96023957,8.520847933
392,6/25/2014 13:10,Closed,Project 806,Jade Watts,Department Funds,caTissue,9.098477807,7.166692719
393,10/31/2013 12:43,Closed,Project 812,Hector Mathews,Department Funds,caTissue,4.184327596,6.740788196
394,5/5/2014 12:03,Open,Project 835,Deborah Silva,Department Funds,caTissue,4.654795797,6.657774441
395,5/15/2014 10:22,Open,Project 836,Deborah Silva,Department Funds,caTissue,5.760881564,4.899621362
396,6/20/2014 9:45,In Progress,Project 837,Deborah Silva,Department Funds,caTissue,3.411873424,5.333783292
397,6/25/2014 9:15,Closed,Project 838,Deborah Silva,Department Funds,caTissue,15.15435096,6.060952808
398,8/5/2014 15:31,Closed,Project 839,Deborah Silva,Department Funds,caTissue,3.374114671,3.571711451
399,7/14/2014 15:26,Open,Project 909,Pearl Ball,Department Funds,caTissue,6.673567456,6.040781574
400,7/30/2014 17:02,Closed,Project 1002,Uma Frye,Department Funds,caTissue,27.51329641,8.251974971
401,7/30/2014 17:05,Closed,Project 1003,Uma Frye,JIT,caTissue,22.15119698,8.025127293
402,5/1/2014 9:55,Closed,Project 1004,Avram Shepard,JIT,caTissue,12.12561367,6.189401081
403,2/11/2014 9:55,Resolved,Project 1019,Flynn Wells,JIT,caTissue,2.783703348,5.499271525
404,1/2/2014 11:20,Resolved,Project 1035,Vincent Huff,JIT,caTissue,34.46827309,8.679666078
405,7/14/2014 12:15,Closed,Project 1040,Rooney Blake,JIT,caTissue,22.70675695,8.58452317
406,9/17/2014 16:42,Open,Project 1041,Adrienne Bates,JIT,caTissue,24.60933192,7.020183522
407,9/17/2014 17:11,Open,Project 1042,Adrienne Bates,JIT,caTissue,27.43871473,9.254216231
408,9/17/2014 17:24,Open,Project 1043,Adrienne Bates,JIT,caTissue,4.658544298,5.622757211
409,9/17/2014 17:27,Open,Project 1044,Adrienne Bates,JIT,caTissue,23.95774692,8.144937997
410,9/17/2014 17:29,Open,Project 1045,Adrienne Bates,JIT,caTissue,19.87308278,7.629189937
411,9/17/2014 17:34,Open,Project 1046,Adrienne Bates,JIT,caTissue,23.27873076,8.148665623
412,9/18/2014 14:37,Open,Project 1047,Adrienne Bates,JIT,caTissue,18.22640751,7.103208921
413,9/18/2014 14:55,Open,Project 1048,Adrienne Bates,JIT,caTissue,22.07986925,6.675632266
414,9/18/2014 15:02,Open,Project 1049,Adrienne Bates,JIT,caTissue,0.936162716,2.487213725
415,9/18/2014 15:13,Open,Project 1050,Adrienne Bates,JIT,caTissue,13.13007023,7.794737164
416,9/29/2014 11:39,Closed,Project 1051,Adrienne Bates,JIT,caTissue,9.804122745,7.483447036
417,10/1/2014 14:57,Reopened,Project 1052,Adrienne Bates,JIT,caTissue,10.34187314,5.924517806
418,10/7/2014 9:02,Open,Project 1053,Adrienne Bates,JIT,caTissue,22.15439147,8.297165298
419,10/8/2014 15:00,Closed,Project 1054,Adrienne Bates,JIT,caTissue,26.4739274,6.049578249
420,11/4/2014 9:01,Open,Project 1055,Adrienne Bates,JIT,caTissue,0.418319464,6.377800557
421,11/5/2014 16:31,Open,Project 1056,Adrienne Bates,JIT,caTissue,11.46009584,7.538326862
422,11/6/2014 13:55,Open,Project 1057,Adrienne Bates,JIT,caTissue,17.23407522,5.768413702
423,11/12/2014 13:26,Open,Project 1058,Adrienne Bates,JIT,caTissue,4.087407946,4.477852286
424,12/22/2014 15:31,Closed,Project 1059,Adrienne Bates,JIT,caTissue,13.58824719,7.211197266
425,12/22/2014 15:33,Closed,Project 1060,Adrienne Bates,NA,caTissue,4.444360566,5.51643903
426,12/22/2014 15:34,Closed,Project 1061,Adrienne Bates,NA,caTissue,21.35583208,8.694308359
427,12/23/2014 8:19,Closed,Project 1062,Adrienne Bates,NA,caTissue,16.00365551,5.808645202
428,1/9/2015 14:34,Closed,Project 1063,Adrienne Bates,NA,caTissue,15.61806124,7.256498923
429,2/6/2015 9:17,Open,Project 1064,Adrienne Bates,NA,caTissue,7.828654712,6.686099537
430,2/18/2015 13:48,Open,Project 1065,Adrienne Bates,NA,caTissue,12.70798885,5.727903141
431,2/27/2015 12:36,Open,Project 1066,Adrienne Bates,NA,caTissue,12.1107384,7.365356241
432,2/26/2015 16:51,Done,Project 31,Ginger Stout,Salary Coverage,CDS (PES),14.57446576,8.330320522
433,2/6/2015 16:46,In Progress,Project 1,Wesley Olson,JIT,CIDER,22.05833414,8.713260341
434,4/29/2014 9:51,Waiting for End User,Project 3,Freya Schroeder,Salary Coverage,CIDER,14.2681074,6.426892036
435,5/5/2014 15:49,Done,Project 6,Molly English,Department Funds,CIDER,8.383443494,6.599541181
436,8/22/2014 14:16,Done,Project 7,Molly English,Department Funds,CIDER,24.64133657,10.20283422
437,9/11/2014 15:29,Done,Project 8,Molly English,NA,CIDER,18.68037837,6.89763763
438,10/7/2014 11:14,To Do,Project 9,Molly English,NA,CIDER,16.93506372,7.044760721
439,10/14/2014 16:23,Done,Project 10,Molly English,NA,CIDER,25.80227096,7.876015696
440,11/20/2014 11:40,Done,Project 11,Molly English,NA,CIDER,5.188954367,5.480407981
441,5/7/2014 11:03,Done,Project 23,Paula Giles,JIT,CIDER,25.71778993,6.727098378
442,9/24/2014 11:24,Waiting for End User,Project 26,Micah Brennan,JIT,CIDER,19.33440429,6.863522288
443,11/20/2014 11:44,Done,Project 27,Micah Brennan,NA,CIDER,30.87279325,10.07728959
444,12/16/2014 10:39,Done,Project 28,Micah Brennan,NA,CIDER,6.629176086,5.020399515
445,1/20/2015 11:52,To Do,Project 29,Micah Brennan,NA,CIDER,3.701064598,5.238322562
446,7/11/2014 13:34,Waiting for End User,Project 30,Melyssa Ward,JIT,CIDER,14.02740194,6.153284975
447,9/8/2014 16:57,Done,Project 40,Tatyana Lyons,NA,CIDER,0.907564444,6.505501632
448,10/14/2014 16:16,Done,Project 41,Tatyana Lyons,NA,CIDER,12.74685183,6.075172746
449,11/20/2014 10:27,Done,Project 42,Tatyana Lyons,NA,CIDER,14.03288355,7.092990658
450,12/16/2014 11:03,Done,Project 43,Tatyana Lyons,NA,CIDER,24.52904844,10.15252343
451,5/20/2014 12:36,Done,Project 54,Seth Hobbs,NA,CIDER,29.70585147,9.451992777
452,1/26/2015 17:39,To Do,Project 71,Zane Hatfield,JIT,CIDER,26.4899235,9.558332392
453,11/3/2014 18:03,Waiting for End User,Project 72,Jolie Walter,NA,CIDER,4.158079498,5.651669653
454,7/16/2014 9:58,Closed,Project 73,Austin Macdonald,NA,CIDER,15.80603555,4.959116398
455,9/8/2014 16:24,Done,Project 74,Brady Fitzpatrick,NA,CIDER,1.032411922,6.04485582
456,5/7/2014 12:33,Done,Project 86,Emerson James,Salary Coverage,CIDER,4.805728851,6.410437164
457,4/25/2014 9:20,Done,Project 103,Shelly Cherry,JIT,CIDER,14.72331938,5.409571121
458,9/8/2014 16:42,Done,Project 104,Shelly Cherry,Department Funds,CIDER,13.78242633,4.871870629
459,7/11/2014 11:13,Closed,Project 106,Igor Garcia,Department Funds,CIDER,8.731680307,4.576320958
460,7/17/2014 12:24,Closed,Project 107,Igor Garcia,Department Funds,CIDER,17.62349055,7.263099521
461,7/17/2014 12:30,Closed,Project 108,Igor Garcia,Department Funds,CIDER,2.978749997,5.627834188
462,7/17/2014 12:31,Closed,Project 109,Igor Garcia,Department Funds,CIDER,11.56659569,5.079030427
463,7/17/2014 12:33,Closed,Project 110,Igor Garcia,Department Funds,CIDER,17.317546,7.150097705
464,7/17/2014 12:35,Closed,Project 111,Igor Garcia,Department Funds,CIDER,31.74031747,8.054019524
465,7/17/2014 12:36,Closed,Project 112,Igor Garcia,Department Funds,CIDER,16.13483299,5.985031627
466,7/17/2014 14:32,Closed,Project 113,Igor Garcia,Department Funds,CIDER,8.386809294,7.025098625
467,7/21/2014 7:54,Closed,Project 114,Igor Garcia,Department Funds,CIDER,1.57144907,4.916659015
468,7/21/2014 9:42,Closed,Project 115,Igor Garcia,Department Funds,CIDER,5.058271576,6.719761149
469,7/21/2014 9:57,Closed,Project 116,Igor Garcia,Department Funds,CIDER,7.541616529,6.242334205
470,8/4/2014 12:10,Closed,Project 117,Igor Garcia,NA,CIDER,15.98483619,6.104662435
471,9/9/2014 15:37,Done,Project 128,Tad Porter,NA,CIDER,2.98770123,6.665689049
472,6/3/2014 15:04,Done,Project 140,Samantha Mathews,JIT,CIDER,9.943109264,5.92734859
473,8/4/2014 10:54,Closed,Project 142,Wanda Schroeder,NA,CIDER,10.27251908,6.721665479
474,7/21/2014 10:42,Closed,Project 152,Mark Collier,NA,CIDER,5.642066776,6.105759136
475,8/29/2014 15:24,Closed,Project 153,Grant Campos,NA,CIDER,26.87471611,8.711155442
476,8/29/2014 10:04,Closed,Project 155,Arsenio Campbell,NA,CIDER,29.44061011,8.094770093
477,8/7/2014 8:30,Closed,Project 166,Reese Burns,NA,CIDER,22.25018237,6.303383516
478,7/22/2014 14:34,Closed,Project 168,Brandon Wallace,NA,CIDER,8.264478633,5.849490352
479,9/3/2014 10:01,Closed,Project 169,Brandon Wallace,NA,CIDER,8.824689673,6.521408455
480,5/5/2014 15:40,To Do,Project 173,Emily Roth,NA,CIDER,19.16435827,7.579725165
481,8/26/2014 13:02,Done,Project 174,Emily Roth,JIT,CIDER,25.74839743,9.236611161
482,9/18/2014 9:42,Done,Project 175,Emily Roth,NA,CIDER,4.824563998,7.447529523
483,9/25/2014 11:42,To Do,Project 176,Emily Roth,NA,CIDER,18.49516452,6.624293061
484,11/21/2014 11:28,Done,Project 177,Emily Roth,NA,CIDER,2.364597439,4.902034416
485,1/16/2013 15:46,Waiting for End User,Project 182,Imelda Mcgowan,Department Funds,CIDER,20.84998995,8.863312491
486,3/7/2013 13:16,Waiting for End User,Project 183,Imelda Mcgowan,NA,CIDER,11.75437754,6.386379217
487,5/6/2013 13:48,Done,Project 184,Imelda Mcgowan,NA,CIDER,27.99787544,8.767377852
488,2/11/2014 7:15,Waiting for End User,Project 185,Imelda Mcgowan,Department Funds,CIDER,9.292574711,5.112525949
489,10/13/2014 12:42,Done,Project 186,Imelda Mcgowan,NA,CIDER,30.6236433,9.697844886
490,10/31/2014 16:38,Done,Project 187,Imelda Mcgowan,JIT,CIDER,11.35067299,4.351033932
491,11/20/2014 10:10,Done,Project 188,Imelda Mcgowan,JIT,CIDER,18.4135748,8.193231477
492,11/20/2014 12:21,Done,Project 189,Imelda Mcgowan,JIT,CIDER,1.747179671,4.711070659
493,12/4/2014 8:57,Done,Project 190,Imelda Mcgowan,JIT,CIDER,11.31403661,8.01301955
494,12/17/2014 10:22,Done,Project 191,Imelda Mcgowan,JIT,CIDER,22.28760816,6.760498906
495,1/20/2015 13:35,Done,Project 192,Imelda Mcgowan,JIT,CIDER,18.39601794,6.64457736
496,2/11/2015 18:30,Waiting for End User,Project 193,Imelda Mcgowan,JIT,CIDER,3.920591471,5.895825079
497,8/20/2014 9:52,Done,Project 195,Sophia Reyes,JIT,CIDER,28.80966801,7.206964772
498,8/27/2014 10:22,Closed,Project 197,Jasmine Yates,JIT,CIDER,2.000479997,4.875735186
499,8/5/2014 14:06,Closed,Project 199,Aimee Vincent,JIT,CIDER,4.256839497,6.594660773
500,7/30/2014 12:03,Closed,Project 256,Theodore Richards,JIT,CIDER,17.96147748,7.988098818
501,7/17/2014 10:18,Closed,Project 316,Phelan Doyle,JIT,CIDER,0.958915228,4.947252771
502,7/17/2014 12:26,Closed,Project 317,Phelan Doyle,JIT,CIDER,2.363367933,6.346933615
503,7/17/2014 12:32,Closed,Project 318,Phelan Doyle,JIT,CIDER,16.61719399,7.021442103
504,8/7/2014 13:58,Closed,Project 368,Judah Saunders,JIT,CIDER,33.53345946,9.641116673
505,8/29/2014 10:16,Closed,Project 369,Judah Saunders,JIT,CIDER,2.381384988,6.751068701
506,8/18/2014 9:20,Waiting for End User,Project 370,Cecilia Gaines,JIT,CIDER,7.616089691,5.456987761
507,7/16/2014 13:45,Waiting for End User,Project 371,Colin Bowen,JIT,CIDER,30.15523043,8.895471796
508,12/16/2014 10:57,Waiting for End User,Project 372,Tallulah Scott,JIT,CIDER,7.477558991,6.136868082
509,9/8/2014 18:37,Done,Project 373,Howard Mcneil,JIT,CIDER,18.99424138,7.372730512
510,10/14/2014 16:07,Done,Project 374,Howard Mcneil,JIT,CIDER,17.89852779,6.880358551
511,8/22/2014 13:00,Closed,Project 375,Lilah Haley,JIT,CIDER,11.27102857,6.608018056
512,6/27/2014 9:08,Closed,Project 376,Thomas Cain,JIT,CIDER,11.9741727,5.722055413
513,1/5/2015 15:29,Done,Project 380,Raymond Gordon,JIT,CIDER,11.03353385,4.929456502
514,7/17/2014 11:33,Closed,Project 385,Fitzgerald Larsen,JIT,CIDER,12.12129947,7.016519299
515,8/14/2014 14:06,Closed,Project 386,Tucker Fulton,JIT,CIDER,16.27494232,6.743424313
516,11/5/2014 11:27,In Progress,Project 389,Alika Mcguire,JIT,CIDER,18.31500812,6.837154984
517,2/4/2015 16:17,Done,Project 390,Alika Mcguire,JIT,CIDER,19.29208356,7.446881067
518,5/23/2014 10:28,To Do,Project 418,Walker Klein,JIT,CIDER,11.11527687,6.091820087
519,6/18/2014 10:05,Closed,Project 419,Walker Klein,JIT,CIDER,44.69096651,12.3177174
520,7/16/2014 17:12,In Progress,Project 420,Walker Klein,JIT,CIDER,7.965126514,5.606730396
521,8/13/2014 15:51,Closed,Project 421,Walker Klein,JIT,CIDER,15.4391214,7.325800539
522,8/28/2014 10:33,Done,Project 422,Walker Klein,JIT,CIDER,2.632031216,4.854008506
523,9/2/2014 13:03,Done,Project 423,Walker Klein,JIT,CIDER,16.48846098,7.102102109
524,9/18/2014 16:18,Done,Project 424,Walker Klein,JIT,CIDER,8.718299501,7.878070762
525,11/4/2014 11:56,Done,Project 425,Walker Klein,JIT,CIDER,12.83932063,6.275992263
526,11/13/2014 8:56,In Progress,Project 426,Walker Klein,JIT,CIDER,17.13690336,6.93331781
527,11/13/2014 9:03,In Progress,Project 427,Walker Klein,JIT,CIDER,8.309089275,6.482020158
528,11/13/2014 15:25,Done,Project 428,Walker Klein,JIT,CIDER,13.37638628,8.030149434
529,11/13/2014 15:29,Done,Project 429,Walker Klein,JIT,CIDER,8.373948023,6.064242896
530,12/16/2014 11:14,In Progress,Project 430,Walker Klein,JIT,CIDER,16.0904161,6.109086844
531,12/19/2014 9:41,Done,Project 431,Walker Klein,JIT,CIDER,24.53746295,8.0780289
532,1/5/2015 17:07,Done,Project 432,Walker Klein,JIT,CIDER,23.31308181,7.362113928
533,2/5/2015 8:36,Done,Project 433,Walker Klein,JIT,CIDER,23.06721719,7.056897314
534,2/10/2015 10:29,In Progress,Project 434,Walker Klein,JIT,CIDER,3.229645595,5.281782224
